"gene_id"	"cons_50kb"	"cons_100kb"	"cons_200kb"	"cons_500kb"	"cons_1000kb"
"ENSG00000022355"	0.09246	0.07741	0.04756	0.0324	0.028398
"ENSG00000022556"	0.00202	0.00232	0.0091	0.02441	0.031566
"ENSG00000022567"	0.01254	0.0308	0.030945	0.023368	0.0201255455946393
"ENSG00000022840"	0.09284	0.0675	0.077585	0.07692	0.070681
"ENSG00000022976"	0.02098	0.01877	0.01725	0.027402	0.036428
"ENSG00000023041"	0.0697	0.06957	0.08908	0.08265	0.076936
"ENSG00000023171"	0.07586	0.07194	0.059605	0.039768	0.031657
"ENSG00000023191"	0.02806	0.03363	0.047985	0.049842	0.0469888033329613
"ENSG00000023228"	0.07216	0.05452	0.05197	0.056084	0.077577
"ENSG00000023287"	0.03908	0.04739	0.03438	0.019824	0.029623
"ENSG00000023318"	0.03982	0.03825	0.056595	0.069438	0.062667
"ENSG00000023330"	0.10932	0.08574	0.0808	0.104668	0.0917
"ENSG00000023445"	0.05784	0.04556	0.04058	0.03182	0.030013
"ENSG00000023516"	0.09628	0.07437	0.064405	0.051778	0.04689
"ENSG00000023572"	0.05256	0.05047	0.053455	0.035212	0.030655
"ENSG00000023608"	0.02812	0.05125	0.04349	0.045408	0.043814
"ENSG00000023697"	0.08592	0.07333	0.07354	0.063978	0.063551
"ENSG00000023734"	0.03782	0.03345	0.04083	0.053676	0.058371
"ENSG00000023839"	0.0569	0.04707	0.050695	0.044506	0.053274
"ENSG00000023892"	0.10052	0.06639	0.085375	0.074482	0.067003
"ENSG00000023902"	0.06628	0.05397	0.064455	0.082294	0.072099
"ENSG00000023909"	0.0713	0.04701	0.02973	0.04602	0.048666
"ENSG00000024048"	0.06306	0.05783	0.05155	0.060054	0.071717
"ENSG00000024422"	0.06006	0.07721	0.046345	0.036002	0.038718
"ENSG00000024526"	0.05706	0.04785	0.03429	0.030076	0.032422
"ENSG00000024862"	0.03122	0.02256	0.02662	0.034714	0.037843
"ENSG00000025039"	0.06834	0.04994	0.04178	0.037766	0.048055
"ENSG00000025156"	0.06454	0.05188	0.033785	0.023108	0.024701
"ENSG00000025293"	0.05216	0.03715	0.047815	0.070266	0.0787673684210526
"ENSG00000025423"	0.02896	0.03633	0.034565	0.066452	0.107471
"ENSG00000025434"	0.15172	0.11313	0.122075	0.100472	0.096706
"ENSG00000025708"	0.11884	0.09407	0.109335	0.078242	NA
"ENSG00000025770"	0.09486	0.08869	0.105575	0.080226	NA
"ENSG00000025772"	0.05578	0.07878	0.053995	0.04815	0.0451
"ENSG00000025796"	0.04778	0.05626	0.04424	0.049106	0.080467
"ENSG00000025800"	0.04062	0.0656	0.09007	0.0919	0.081542
"ENSG00000026025"	0.07618	0.0431	0.03605	0.033772	0.032232
"ENSG00000026103"	0.0188	0.01704	0.02723	0.023828	0.025649
"ENSG00000026297"	0.00524	0.00293	0.009135	0.00829	0.007277
"ENSG00000026508"	0.05522	0.06082	0.050445	0.039948	0.041975
"ENSG00000026559"	0.04844	0.02791	0.046985	0.034634	0.03506
"ENSG00000026652"	0.00524	0.01049	0.01798	0.01978	0.018372
"ENSG00000026751"	0.00846	0.00582	0.008845	0.012164	0.062084
"ENSG00000026950"	0.02284	0.01347	0.01814	0.033074	0.029015
"ENSG00000027001"	0.01636	0.02136	0.023295	0.018618	0.027764
"ENSG00000027075"	0.02226	0.03936	0.042165	0.054704	0.05342
"ENSG00000027644"	0.13582	0.11413	0.11301	0.092648	0.079362
"ENSG00000027697"	0.01126	0.00812	0.010765	0.03461	0.040113
"ENSG00000027847"	0.06336	0.04405	0.06465	0.066452	0.054057
"ENSG00000027869"	0.0602	0.09546	0.115595	0.097916	0.081196
"ENSG00000028116"	0.08982	0.07171	0.071635	0.078166	0.077091
"ENSG00000028137"	0.02258	0.02332	0.043195	0.057156	0.053935
"ENSG00000028203"	0.05006	0.07193	0.051765	0.04062	0.038683
"ENSG00000028277"	0.09888	0.10174	0.128415	0.151884	0.088774
"ENSG00000028310"	0.03322	0.02631	0.0145	0.016942	0.020034
"ENSG00000028528"	0.0805	0.07672	0.066365	0.04364	0.059862
"ENSG00000028839"	0.0606	0.03887	0.04061	0.040636	0.038469
"ENSG00000029153"	0.03732	0.02943	0.03481	0.028998	0.03869
"ENSG00000029363"	0.14342	0.08089	0.06613	0.057236	0.047858
"ENSG00000029364"	0.02664	0.0417	0.043395	0.044914	0.050996
"ENSG00000029534"	0.02202	0.0206	0.035545	0.048894	0.040363
"ENSG00000029559"	0.04018	0.03266	0.036385	0.03028	0.027676
"ENSG00000029639"	0.0295	0.05141	0.041105	0.053864	0.050572
"ENSG00000029725"	0.02398	0.03857	0.042695	0.045026	0.0593
"ENSG00000030066"	0.06848	0.06373	0.063395	0.055166	0.061434
"ENSG00000030110"	0.03156	0.02972	0.036635	0.089022	0.085528
"ENSG00000030304"	0.0399	0.04068	0.039125	0.038138	0.036958
"ENSG00000030419"	0.06846	0.0641	0.103255	0.076824	0.051031
"ENSG00000030582"	0.11554	0.1497	0.118425	0.115548	0.095259
"ENSG00000031003"	0.0493	0.06558	0.068215	0.080718	0.082737
"ENSG00000031081"	0.04532	0.0469	0.063305	0.043804	0.0424
"ENSG00000031691"	0.03886	0.04036	0.028005	0.017078	0.013959
"ENSG00000031698"	0.09986	0.17666	0.121885	0.084092	0.081926
"ENSG00000031823"	0.02934	0.03773	0.0319	0.02991	0.03846
"ENSG00000032219"	0.08188	0.09167	0.063665	0.052448	0.054495
"ENSG00000032389"	0.0078	0.00861	0.01303	0.012837862550748	0.0123536842105263
"ENSG00000032444"	0.1204	0.09001	0.10049	0.0528081582809337	0.0513810526315789
"ENSG00000032742"	0.02516	0.02882	0.02389	0.031208	0.025009
"ENSG00000033011"	0.03478	0.04232	0.034465	0.04732	0.040247
"ENSG00000033030"	0.07682	0.06708	0.0559	0.055316	0.0541926315789474
"ENSG00000033050"	0.16104	0.13591	0.10612	0.102198	0.065986
"ENSG00000033100"	0.1835	0.1233	0.09061	0.0977	0.065934
"ENSG00000033122"	0.02276	0.01666	0.01766	0.0298	0.036008
"ENSG00000033170"	0.02352	0.02487	0.02596	0.035748	0.041742
"ENSG00000033178"	0.046	0.04387	0.035745	0.023744	0.026989
"ENSG00000033327"	0.03682	0.04433	0.042295	0.04428	0.047027
"ENSG00000033627"	0.09054	0.07222	0.09585	0.100392	0.10406
"ENSG00000033800"	0.02172	0.03194	0.052425	0.045612	0.059215
"ENSG00000033867"	0.06618	0.05494	0.04884	0.036058	0.033628
"ENSG00000034053"	0.01142	0.00766	0.0117972981385793	0.0225688888888889	0.0233652631578947
"ENSG00000034152"	0.04196	0.02487	0.026175	0.019762	0.0180944444444444
"ENSG00000034239"	0.0323	0.02979	0.022755	0.025682	0.01725
"ENSG00000034510"	0.02894	0.02153	0.02851	0.036376	0.038875
"ENSG00000034533"	0.06376	0.04442	0.035995	0.028204	0.031436
"ENSG00000034677"	0.04902	0.07128	0.05168	0.044646	0.04809
"ENSG00000034693"	0.03204	0.04067	0.040555	0.038544	0.038626
"ENSG00000034713"	0.04882	0.05569	0.057075	0.037006	0.04085
"ENSG00000034971"	0.02572	0.01759	0.04551	0.041016	0.0363
"ENSG00000035115"	0.01658	0.02286	0.01458	NA	NA
"ENSG00000035141"	0.04434	0.03887	0.062095	0.050212	0.048479
"ENSG00000035403"	0.08076	0.07817	0.082275	0.079532	0.084398
"ENSG00000035499"	0.0231	0.02133	0.02062	0.02889	0.031435
"ENSG00000035664"	0.02874	0.02222	0.02858	0.046918	0.059109
"ENSG00000035681"	0.03724	0.04758	0.028875	0.04799	0.062914
"ENSG00000035687"	0.05746	0.03288	0.020705	0.024816	0.049337
"ENSG00000035720"	0.03036	0.03404	0.034345	0.026586	0.030219
"ENSG00000035862"	0.0184	0.02795	0.02936	0.03062	0.03567
"ENSG00000035928"	0.06782	0.0549	0.045335	0.047572	0.044158
"ENSG00000036054"	0.05188	0.04952	0.053355	0.045796	0.055938
"ENSG00000036257"	0.0335	0.03646	0.04	0.02745	0.032127
"ENSG00000036448"	0.0295	0.02883	0.01796	0.01548	0.011897
"ENSG00000036530"	0.0506	0.04421	0.033935	0.03371	0.041996
"ENSG00000036549"	0.05406	0.04284	0.04933	0.039854	0.045753
"ENSG00000036565"	0.03682	0.03433	0.034015	0.02738	0.029694
"ENSG00000036672"	0.14484	0.11732	0.0951	0.072852	0.088692
"ENSG00000036828"	0.04244	0.04931	0.033515	0.041246	0.036219
"ENSG00000037042"	0.1823	0.15928	0.133425	0.117626	0.100138
"ENSG00000037241"	0.0505	0.04035	0.03763	0.044864	0.03935
"ENSG00000037280"	0.09338	0.06287	0.04971	0.033186	0.026453
"ENSG00000037474"	0.03294	0.01854	0.0159	0.016282	0.011317
"ENSG00000037637"	0.0369	0.04968	0.067685	0.058642	0.0666842084726923
"ENSG00000037749"	0.03748	0.0457	0.05584	0.047762	0.051124
"ENSG00000037757"	0.03958	0.04578	0.04908	0.047844	0.053731
"ENSG00000037897"	0.17778	0.20788	0.14456	0.125	0.099659
"ENSG00000037965"	0.4843	0.40315	0.26717	0.168872	0.151733
"ENSG00000038002"	0.06146	0.05243	0.05257	0.046892	0.033358
"ENSG00000038210"	0.0264	0.03833	0.04202	0.044214	0.040811
"ENSG00000038219"	0.08956	0.06292	0.06049	0.048874	0.046787
"ENSG00000038274"	0.07508	0.06488	0.069625	0.0662	0.05204
"ENSG00000038295"	0.03244	0.02417	0.02636	0.028806	0.024041
"ENSG00000038358"	0.1515	0.12586	0.12333	0.10125	0.093424
"ENSG00000038382"	0.02332	0.03879	0.036695	0.037976	0.038425
"ENSG00000038427"	0.1151	0.09092	0.071065	0.053842	0.046559
"ENSG00000038532"	0.04658	0.04682	0.049105	0.039474	0.028889
"ENSG00000038945"	0.00506	0.01698	0.018375	0.016608	0.018817
"ENSG00000039068"	0.02786	0.03871	0.04047	0.043908	0.061684
"ENSG00000039123"	0.03546	0.03345	0.0459	0.045588	0.042924
"ENSG00000039139"	0.06336	0.06118	0.062905	0.041164	0.031921
"ENSG00000039319"	0.07942	0.06014	0.04696	0.033056	0.033504
"ENSG00000039523"	0.109	0.07973	0.08378	0.102048	0.112893
"ENSG00000039537"	0.02728	0.02648	0.023095	0.035006	0.032698
"ENSG00000039560"	0.0316	0.02438	0.04071	0.034114	0.024858
"ENSG00000039600"	0.06426	0.05286	0.050025	0.056438	0.055969
"ENSG00000039650"	0.12746	0.11359	0.089945	0.07073	0.072808
"ENSG00000039987"	0.13236	0.14168	0.12191	0.08839	0.075689
"ENSG00000040199"	0.05708	0.10235	0.08374	0.07377	0.063392
"ENSG00000040275"	0.05688	0.04731	0.046315	0.049486	0.059142
"ENSG00000040341"	0.05018	0.06743	0.061355	0.056758	0.04745
"ENSG00000040487"	0.05368	0.04844	0.05824	0.073376	0.059018
"ENSG00000040531"	0.08438	0.0642	0.057655	0.053834	0.050462
"ENSG00000040608"	0.0741	0.05506	0.040365	0.05638	0.0486144444444444
"ENSG00000040633"	0.3106	0.23288	0.18384	0.161198	0.120487
"ENSG00000040731"	0.01086	0.03731	0.0522	0.036266	0.029427
"ENSG00000040933"	0.03204	0.03852	0.040215	0.031096	0.026473
"ENSG00000041353"	0.0139	0.0195	0.026955	0.033364	0.0562929411764706
"ENSG00000041357"	0.04258	0.04374	0.048785	0.040498	0.037348
"ENSG00000041515"	0.00938	0.00988	0.01086	0.015628	0.014578
"ENSG00000041802"	0.04308	0.05523	0.03983	0.033042	0.0325320947813936
"ENSG00000041880"	0.1529	0.10374	0.068075	0.057424	0.074955
"ENSG00000041982"	0.13352	0.1121	0.07187	0.050392	0.038991
"ENSG00000041988"	0.08088	0.08467	0.0627	0.07063	0.065885
"ENSG00000042062"	0.02732	0.03406	0.04177	0.033474	0.04269
"ENSG00000042088"	0.02562	0.02549	0.03225	0.031384	0.041332
"ENSG00000042286"	0.0514	0.07076	0.058025	0.044702	0.040243
"ENSG00000042304"	0.0229	0.01937	0.033765	0.02436	0.028472
"ENSG00000042317"	0.02956	0.03741	0.03288	0.042802	0.035804
"ENSG00000042429"	0.05372	0.03794	0.034265	0.028004	0.027691
"ENSG00000042445"	0.05604	0.05968	0.050865	0.051762	0.046817
"ENSG00000042493"	0.04162	0.03573	0.0389	0.05651	0.046151
"ENSG00000042753"	0.05156	0.03512	0.061905	0.070498	0.056153
"ENSG00000042781"	0.06862	0.07823	0.078615	0.080654	0.073861
"ENSG00000042813"	0.00816	0.01469	0.01166	0.01726	0.0214354166666667
"ENSG00000042832"	0.01468	0.02524	0.02362	0.040458	0.029855
"ENSG00000042980"	0.03106	0.02064	0.017455	0.023088	0.031858
"ENSG00000043039"	0.02812	0.04956	0.03279	0.029102	0.031026
"ENSG00000043093"	0.09882	0.06428	0.055505	0.03276	0.042532
"ENSG00000043143"	0.08522	0.1147	0.08151	0.06994	0.069144
"ENSG00000043355"	0.30794	0.18051	0.109505	0.080684	0.069081
"ENSG00000043462"	0.03262	0.03232	0.029615	0.030818	0.040486
"ENSG00000043514"	0.12584	0.11978	0.080025	0.067518	0.08013
"ENSG00000043591"	0.10682	0.06809	0.05851	0.05065	0.053932
"ENSG00000044012"	0.06254	0.05073	0.029755	0.041398	0.040301
"ENSG00000044090"	0.15968	0.16918	0.135195	0.113972	0.098817
"ENSG00000044115"	0.05944	0.0508	0.06157	0.076712	0.090327
"ENSG00000044459"	0.096	0.05218	0.04942	0.042276	0.051528
"ENSG00000044524"	0.0455	0.05725	0.05336	0.054664	0.044953
"ENSG00000044574"	0.0794	0.06181	0.083095	0.07214	0.083679
"ENSG00000046604"	0.03688	0.02984	0.033315	0.038404	0.035503
"ENSG00000046889"	0.0536	0.04118	0.03733	0.029844	0.024196
"ENSG00000047056"	0.02662	0.03632	0.0323	0.025532	0.024587
"ENSG00000047188"	0.06228	0.06045	0.03682	0.028896	0.027637
"ENSG00000047249"	0.01896	0.01936	0.018155	0.017828	0.015237
"ENSG00000047315"	0.0728	0.06711	0.066375	0.04648	0.048173
"ENSG00000047346"	0.02794	0.04849	0.05205	0.062084	0.062078
"ENSG00000047365"	0.04672	0.04047	0.04935	0.041748	0.028698
"ENSG00000047410"	0.13458	0.10981	0.06687	0.050242	0.043973
"ENSG00000047457"	0.06108	0.05269	0.03416	0.038164	0.046322
"ENSG00000047578"	0.02732	0.03343	0.0382	0.03885	0.033595
"ENSG00000047579"	0.0284	0.02249	0.038515	0.03516	0.037913
"ENSG00000047617"	0.05344	0.04097	0.038575	0.042124	0.041201
"ENSG00000047621"	0.05374	0.04305	0.04565	0.048676	0.045608
"ENSG00000047662"	0.02716	0.01666	0.027135	0.044718	0.04106
"ENSG00000047849"	0.02276	0.01972	0.034245	0.03898	0.042574
"ENSG00000047932"	0.01096	0.02965	0.044035	0.047534	0.037948
"ENSG00000047936"	0.04906	0.06987	0.064315	0.049604	0.041574
"ENSG00000048028"	0.05346	0.05417	0.06234	0.057858	0.063458
"ENSG00000048052"	0.07716	0.09738	0.08518	0.089848	0.086648
"ENSG00000048140"	0.05742	0.0607	0.06093	0.065292	0.055231
"ENSG00000048162"	0.057	0.0497	0.03897	0.042706	0.041656
"ENSG00000048342"	0.03936	0.03356	0.0392	0.032476	0.025575
"ENSG00000048392"	0.03516	0.05359	0.069765	0.04657	0.036756
"ENSG00000048405"	0.13092	0.08548	0.056255	0.064146	0.071636
"ENSG00000048462"	0.0222	0.01465	0.03637	0.02935	0.024374
"ENSG00000048471"	0.01332	0.01496	0.01676	0.015666	0.018331
"ENSG00000048540"	0.14846	0.18663	0.120235	0.094446	0.085868
"ENSG00000048544"	0.07442	0.06662	0.058545	0.056582	0.06061
"ENSG00000048545"	0.03528	0.03838	0.05364	0.055322	0.061386
"ENSG00000048649"	0.0271	0.03698	0.051175	0.038668	0.040825
"ENSG00000048707"	0.07238	0.08399	0.094515	0.065464	0.045746
"ENSG00000048740"	0.0869	0.08153	0.08064	0.079092	0.063475
"ENSG00000048828"	0.02852	0.04109	0.04091	0.040794	0.03306
"ENSG00000048991"	0.09208	0.07092	0.05332	0.046896	0.054185
"ENSG00000049089"	0.08394	0.06059	0.08699	0.065874	0.073602
"ENSG00000049130"	0.04526	0.06593	0.04653	0.031772	0.037902
"ENSG00000049167"	0.04716	0.03111	0.02966	0.031562	0.047771
"ENSG00000049192"	0.08476	0.07771	0.06195	0.072836	0.068521
"ENSG00000049239"	0.04712	0.03472	0.029745	0.029082	0.035717
"ENSG00000049245"	0.1055	0.07888	0.0484	0.046266	0.03827
"ENSG00000049246"	0.01614	0.05166	0.04432	0.045622	0.036823
"ENSG00000049247"	0.01236	0.0125	0.035935	0.045572	0.037696
"ENSG00000049249"	0.01008	0.0107	0.02575	0.033468	0.041795
"ENSG00000049283"	0.177	0.14168	0.14964	0.101384	0.095387
"ENSG00000049323"	0.04288	0.06298	0.05238	0.04733	0.042807
"ENSG00000049449"	0.06324	0.05603	0.061485	0.08959	0.082303
"ENSG00000049540"	0.07676	0.05959	0.04593	0.036136	0.039184
"ENSG00000049541"	0.02468	0.0292	0.02481	0.03498	0.033054
"ENSG00000049618"	0.006	0.0152	0.033195	0.056508360662375	0.0497422222222222
"ENSG00000049656"	0.0273	0.02214	0.025395	0.019696	0.017542
"ENSG00000049759"	0.02202	0.03553	0.02424	0.027262	0.024431
"ENSG00000049860"	0.02848	0.06046	0.06892	0.04948	0.042867
"ENSG00000049883"	0.0248	0.02637	0.02863	0.058358	0.04304
"ENSG00000050130"	0.05084	0.0435	0.03014	0.048296	0.040606
"ENSG00000050165"	0.03508	0.05905	0.049015	0.045278	0.048178
"ENSG00000050327"	0.04884	0.0377	0.0345	0.029664	0.026128
"ENSG00000050344"	0.08698	0.0789	0.05205	0.05227	0.079413
"ENSG00000050393"	0.01618	0.01406	0.01723	0.026866	0.028874
"ENSG00000050405"	0.0693	0.0691	0.063085	0.08507	0.071987
"ENSG00000050426"	0.09542	0.07958	0.06349	0.050016	0.05134
"ENSG00000050438"	0.0726	0.06417	0.054295	0.051172	0.069074
"ENSG00000050555"	0.04906	0.04452	0.04859	0.048928	0.0491
"ENSG00000050628"	0.01352	0.00875	0.01714	0.02475	0.029259
"ENSG00000050730"	0.02098	0.03566	0.0251	0.026278	0.020686
"ENSG00000050748"	0.04034	0.04378	0.03477	0.024954	0.036394
"ENSG00000050767"	0.01378	0.01947	0.017465	0.031472	0.028502
"ENSG00000050820"	0.0859	0.05747	0.04247	0.042094	0.038275
"ENSG00000051009"	0.18334	0.11316	0.073405	0.064	0.07996
"ENSG00000051108"	0.04508	0.03973	0.04452	0.06028	0.048548
"ENSG00000051128"	0.06616	0.04616	0.062095	0.050008	0.056451
"ENSG00000051180"	0.0423	0.03705	0.059685	0.077798	0.080998
"ENSG00000051341"	0.07818	0.05553	0.0495	0.052466	0.03706
"ENSG00000051382"	0.03076	0.02981	0.03448	0.034214	0.035497
"ENSG00000051523"	0.06282	0.04907	0.065295	0.053482	0.0349589473684211
"ENSG00000051596"	0.02796	0.01754	0.02263	0.022114	0.022998
"ENSG00000051620"	0.08352	0.05556	0.05168	0.04022	0.031329
"ENSG00000051825"	0.03408	0.04588	0.04861	0.0571	0.050214
"ENSG00000052126"	0.0518	0.04565	0.045655	0.04389	0.037499
"ENSG00000052344"	0.1344	0.10154	0.116855	0.098936	0.092757
"ENSG00000052723"	0.0536	0.06765	0.07985	0.058824	0.050267
"ENSG00000052749"	0.0806	0.06579	0.08291	0.06626	0.069879
"ENSG00000052795"	0.04342	0.03837	0.03657	0.032814	0.028601
"ENSG00000052802"	0.06352	0.0515	0.04251	0.033324	0.029096
"ENSG00000052841"	0.06986	0.05551	0.05322	0.05611	0.047102
"ENSG00000052850"	0.05952	0.06591	0.07059	0.049916	0.039684
"ENSG00000053108"	0.02782	0.04226	0.04452	0.043392	0.047899
"ENSG00000053254"	0.03224	0.04862	0.040855	0.056122	0.049025
"ENSG00000053328"	0.05334	0.04451	0.05019	0.03869	0.036068
"ENSG00000053371"	0.04862	0.05205	0.060075	0.072214	0.059018
"ENSG00000053372"	0.0782	0.06442	0.08128	0.072168	0.060691
"ENSG00000053438"	0.13194	0.08894	0.054255	0.062648	0.068008
"ENSG00000053501"	0.09358	0.08606	0.06658	0.052144	0.047572
"ENSG00000053524"	0.02742	0.0343	0.02591	0.019824	0.032787
"ENSG00000053702"	0.05272	0.06918	0.042835	0.043278	0.04233
"ENSG00000053747"	0.03958	0.03313	0.03904	0.02918	0.034664
"ENSG00000053770"	0.09576	0.07981	0.06891	0.068722	0.075514
"ENSG00000053900"	0.0596	0.05604	0.038775	0.03026	0.042269
"ENSG00000053918"	0.04082	0.03142	0.03551	0.038708	0.031349
"ENSG00000054116"	0.10194	0.12966	0.10041	0.092594	0.079795
"ENSG00000054118"	0.07112	0.08132	0.08373	0.081252	0.076398
"ENSG00000054148"	0.12652	0.08738	0.06299	0.060684	0.074833
"ENSG00000054179"	0.07608	0.11985	0.08613	0.097702	0.064562
"ENSG00000054219"	0.05064	0.05789	0.065105	0.058234	0.063313
"ENSG00000054267"	0.05452	0.04977	0.051715	0.03788	0.0322442105263158
"ENSG00000054277"	0.04544	0.04356	0.031645	0.028226	0.021901
"ENSG00000054282"	0.10474	0.11052	0.082615	0.067004	0.047748
"ENSG00000054356"	0.11418	0.09958	0.125285	0.158546	0.128236
"ENSG00000054392"	0.0167	0.01964	0.020365	0.030846	0.040807
"ENSG00000054523"	0.12032	0.09915	0.07385	0.072552	0.091737
"ENSG00000054598"	0.1207	0.07193	0.049245	0.056038	0.045446
"ENSG00000054611"	0.01926	0.01661	0.01847	0.016004	0.019176
"ENSG00000054654"	0.07074	0.06632	0.054625	0.04618	0.048458
"ENSG00000054690"	0.08564	0.08034	0.06685	0.06315	0.056288
"ENSG00000054793"	0.03842	0.03129	0.03444	0.042472	0.032684
"ENSG00000054796"	0.03816	0.03236	0.04268	0.035138	0.028881
"ENSG00000054803"	0.06002	0.04685	0.041705	0.034044	0.032718
"ENSG00000054938"	0.06924	0.06674	0.06647	0.048558	0.046954
"ENSG00000054965"	0.03388	0.04559	0.077605	0.072254	0.05759
"ENSG00000054967"	0.15462	0.1281	0.101805	0.070098	0.055046
"ENSG00000054983"	0.02522	0.03578	0.042265	0.035284	0.034708
"ENSG00000055044"	0.04936	0.0386	0.047405	0.0557	0.06141
"ENSG00000055070"	0.07716	0.04899	0.041015	0.051522	0.0653852631578947
"ENSG00000055118"	0.15532	0.12144	0.106725	0.090932	0.060911
"ENSG00000055130"	0.0332	0.03037	0.04225	0.027126	0.024777
"ENSG00000055147"	0.03782	0.05089	0.043415	0.0506	0.0505
"ENSG00000055163"	0.08394	0.0585	0.047835	0.043802	0.044573
"ENSG00000055208"	0.05456	0.04602	0.061535	0.045556	0.046888
"ENSG00000055211"	0.04834	0.03974	0.0456	0.04985	0.039624
"ENSG00000055332"	0.02338	0.03051	0.048455	0.053698	0.050681
"ENSG00000055483"	0.04194	0.03512	0.026015	0.024576	0.039706
"ENSG00000055609"	0.0247	0.03177	0.030365	0.041758	0.028193
"ENSG00000055732"	0.0374	0.02673	0.030935	0.045058	0.04642
"ENSG00000055813"	0.04272	0.03418	0.04645	0.035896	0.043709
"ENSG00000055917"	0.0818	0.07375	0.0646	0.04247	0.043931
"ENSG00000055950"	0.2241	0.17058	0.15116	0.13725	0.126162
"ENSG00000055955"	0.09776	0.08055	0.06588	0.054854	0.082471
"ENSG00000055957"	0.11226	0.08477	0.070325	0.065232	0.082727
"ENSG00000056050"	0.06316	0.06226	0.04338	0.031838	0.027903
"ENSG00000056097"	0.1254	0.08994	0.0518	0.038116	0.043574
"ENSG00000056291"	0.00348	0.00553	0.006035	0.01346	0.019343
"ENSG00000056487"	0.00526	0.01461	0.025805	0.018292	0.020728
"ENSG00000056558"	0.04846	0.0598	0.05982	0.06267	0.060817
"ENSG00000056586"	0.09118	0.14911	0.0951	0.070848	0.060266
"ENSG00000056661"	0.15526	0.13991	0.100935	0.086736	0.081759
"ENSG00000056736"	0.06126	0.07118	0.073915	0.066178	0.060852
"ENSG00000056972"	0.08944	0.08279	0.074285	0.070898	0.059057
"ENSG00000057019"	0.00904	0.03082	0.034975	0.024484	0.025601
"ENSG00000057149"	0.0109	0.00653	0.01398	0.018712	0.033473
"ENSG00000057252"	0.03642	0.02676	0.025155	0.034046	0.034971
"ENSG00000057294"	0.04404	0.03729	0.03641	0.038042	0.027097
"ENSG00000057468"	0.01762	0.03188	0.038795	0.035394	0.040922
"ENSG00000057593"	0.02798	0.03801	0.02841	0.023496	0.018331
"ENSG00000057608"	0.02108	0.02835	0.035735	0.028064	0.026186
"ENSG00000057657"	0.2605	0.18295	0.128675	0.07914	0.065385
"ENSG00000057663"	0.02398	0.02868	0.04127	0.065398	0.060921
"ENSG00000057704"	0.03132	0.04038	0.0364	0.030536	0.049935
"ENSG00000057757"	0.11926	0.08822	0.059335	0.056086	0.058814
"ENSG00000057935"	0.02536	0.02791	0.034485	0.0379	0.04607
"ENSG00000058056"	0.04382	0.03712	0.04561	0.042468	0.043154
"ENSG00000058063"	0.05324	0.05066	0.05395	0.041166	0.050079
"ENSG00000058085"	0.068	0.06109	0.065575	0.048404	0.05041
"ENSG00000058091"	0.01936	0.02478	0.03488	0.043122	0.05271
"ENSG00000058262"	0.0623	0.04999	0.03567	0.039312	0.041164
"ENSG00000058272"	0.0155	0.04147	0.05648	0.04355	0.045766
"ENSG00000058335"	0.03922	0.03478	0.0315	0.029672	0.031908
"ENSG00000058404"	0.01674	0.0382	0.034105	0.042536	0.039119
"ENSG00000058453"	0.00308052492144661	0.0046291462183704	0.0470866666666667	0.0667888888888889	0.0470621052631579
"ENSG00000058600"	0.06502	0.055	0.0449	0.05129	0.050432
"ENSG00000058668"	0.0666	0.05976	0.04954	0.052122	0.046603
"ENSG00000058673"	0.0892	0.10487	0.06801	0.051892	0.051593
"ENSG00000058729"	0.03876	0.05347	0.05813	0.044114	0.037017
"ENSG00000058799"	0.0419	0.03986	0.047195	0.059344	0.061308
"ENSG00000058804"	0.03406	0.04988	0.058585	0.05591	0.057887
"ENSG00000058866"	0.08496	0.06906	0.063595	0.061648	0.053296
