"gene_id"	"n_genes_50kb"	"n_genes_100kb"	"n_genes_200kb"	"n_genes_500kb"	"n_genes_1000kb"
"ENSG00000135824"	1	1	3	7	10
"ENSG00000135828"	3	3	4	7	10
"ENSG00000135829"	1	3	3	5	12
"ENSG00000135835"	1	4	4	6	8
"ENSG00000135837"	1	1	1	8	11
"ENSG00000135838"	1	2	3	8	12
"ENSG00000135842"	1	1	1	4	7
"ENSG00000135845"	3	3	3	4	5
"ENSG00000135847"	1	1	1	4	6
"ENSG00000135862"	1	1	1	5	11
"ENSG00000135870"	1	1	3	7	11
"ENSG00000136628"	1	3	4	5	6
"ENSG00000136630"	1	1	3	5	6
"ENSG00000136631"	1	2	3	18	35
"ENSG00000136634"	1	3	5	12	19
"ENSG00000136636"	1	2	2	2	3
"ENSG00000136643"	1	1	1	3	8
"ENSG00000136653"	2	2	6	8	19
"ENSG00000137936"	1	1	1	4	8
"ENSG00000137941"	1	1	1	2	4
"ENSG00000137942"	1	1	2	4	9
"ENSG00000137944"	2	3	5	9	11
"ENSG00000137947"	1	2	3	7	11
"ENSG00000137948"	1	2	4	6	10
"ENSG00000137955"	3	3	3	5	6
"ENSG00000137959"	2	2	3	3	5
"ENSG00000137960"	1	2	3	6	9
"ENSG00000137962"	1	1	2	3	7
"ENSG00000137965"	2	2	2	4	4
"ENSG00000137968"	1	1	1	2	5
"ENSG00000137975"	1	3	3	4	8
"ENSG00000137976"	2	2	4	8	10
"ENSG00000137992"	1	3	5	8	11
"ENSG00000137996"	1	2	3	7	11
"ENSG00000142224"	1	3	6	14	19
"ENSG00000142583"	1	3	4	8	9
"ENSG00000142599"	1	1	1	2	6
"ENSG00000142606"	3	4	6	10	18
"ENSG00000142609"	1	3	6	12	29
"ENSG00000142611"	1	1	1	4	9
"ENSG00000142615"	3	5	7	12	19
"ENSG00000142619"	2	3	4	7	12
"ENSG00000142621"	1	1	2	11	17
"ENSG00000142623"	2	2	3	9	12
"ENSG00000142627"	1	1	6	14	23
"ENSG00000142632"	2	5	5	14	22
"ENSG00000142634"	3	5	6	12	18
"ENSG00000142655"	1	1	6	8	12
"ENSG00000142657"	3	6	7	9	13
"ENSG00000142661"	1	2	3	9	19
"ENSG00000142669"	3	5	8	18	27
"ENSG00000142675"	4	4	8	17	26
"ENSG00000142676"	1	2	5	12	22
"ENSG00000142677"	3	3	3	8	19
"ENSG00000142684"	4	5	6	16	26
"ENSG00000142686"	2	2	4	9	15
"ENSG00000142687"	1	1	4	7	13
"ENSG00000142694"	5	5	7	14	18
"ENSG00000142698"	1	2	2	2	3
"ENSG00000142700"	2	2	2	3	5
"ENSG00000142733"	5	7	8	10	24
"ENSG00000142748"	5	7	8	11	23
"ENSG00000142751"	4	6	8	12	22
"ENSG00000142765"	4	7	8	10	24
"ENSG00000142784"	1	1	5	9	24
"ENSG00000142789"	2	3	4	7	10
"ENSG00000142794"	1	2	2	5	8
"ENSG00000142798"	1	1	4	8	10
"ENSG00000142856"	2	3	5	6	7
"ENSG00000142864"	2	2	2	4	9
"ENSG00000142867"	2	3	4	6	11
"ENSG00000142871"	2	2	3	4	8
"ENSG00000142875"	1	1	1	4	9
"ENSG00000142892"	1	1	2	3	4
"ENSG00000142910"	1	3	4	10	16
"ENSG00000142920"	2	3	3	12	20
"ENSG00000142937"	4	7	9	14	15
"ENSG00000142945"	2	5	10	12	15
"ENSG00000142949"	1	1	2	9	22
"ENSG00000142959"	6	7	9	14	15
"ENSG00000142961"	3	4	7	10	20
"ENSG00000142973"	1	1	2	9	19
"ENSG00000143001"	2	2	5	9	12
"ENSG00000143006"	1	2	2	6	14
"ENSG00000143013"	1	1	1	3	4
"ENSG00000143028"	3	5	8	18	26
"ENSG00000143032"	1	1	1	2	2
"ENSG00000143033"	1	2	3	5	9
"ENSG00000143036"	1	2	2	3	8
"ENSG00000143061"	1	1	3	6	11
"ENSG00000143067"	1	2	2	7	10
"ENSG00000143079"	1	2	3	5	11
"ENSG00000143093"	2	3	5	7	21
"ENSG00000143105"	1	1	3	8	15
"ENSG00000143106"	2	2	6	16	29
"ENSG00000143107"	2	3	6	9	16
"ENSG00000143110"	3	5	6	10	15
"ENSG00000143119"	1	1	2	4	14
"ENSG00000143125"	1	2	4	8	15
"ENSG00000143126"	3	5	6	15	29
"ENSG00000143127"	4	6	12	18	21
"ENSG00000143140"	1	1	2	5	8
"ENSG00000143147"	1	2	3	7	11
"ENSG00000143149"	2	3	3	6	9
"ENSG00000143153"	2	2	2	3	8
"ENSG00000143155"	1	2	4	5	11
"ENSG00000143156"	1	1	1	5	10
"ENSG00000143157"	2	2	3	6	7
"ENSG00000143158"	3	3	3	6	12
"ENSG00000143162"	2	2	3	5	10
"ENSG00000143164"	1	1	4	7	11
"ENSG00000143167"	2	3	4	7	9
"ENSG00000143171"	1	1	2	5	7
"ENSG00000143178"	1	2	3	6	10
"ENSG00000143179"	1	2	2	6	8
"ENSG00000143183"	1	1	3	5	9
"ENSG00000143184"	1	2	2	3	7
"ENSG00000143185"	1	2	2	4	8
"ENSG00000143190"	1	1	1	5	12
"ENSG00000143194"	1	3	4	7	8
"ENSG00000143195"	1	2	4	6	8
"ENSG00000143196"	1	1	1	3	7
"ENSG00000143198"	2	2	4	6	9
"ENSG00000143199"	1	1	4	6	12
"ENSG00000143207"	1	1	1	1	3
"ENSG00000143217"	5	9	14	27	35
"ENSG00000143222"	5	9	18	26	36
"ENSG00000143224"	6	10	17	26	36
"ENSG00000143226"	2	3	4	12	35
"ENSG00000143228"	2	2	2	3	5
"ENSG00000143248"	1	1	2	3	6
"ENSG00000143252"	1	3	4	24	37
"ENSG00000143256"	5	8	16	27	36
"ENSG00000143257"	7	8	14	25	37
"ENSG00000143258"	5	9	19	26	36
"ENSG00000143278"	1	3	4	8	12
"ENSG00000143294"	2	7	10	19	30
"ENSG00000143297"	1	2	2	4	10
"ENSG00000143303"	5	6	10	20	34
"ENSG00000143314"	5	6	10	20	34
"ENSG00000143315"	2	2	7	21	29
"ENSG00000143318"	5	5	9	16	30
"ENSG00000143319"	5	7	11	20	34
"ENSG00000143320"	2	8	9	20	35
"ENSG00000143321"	4	6	11	19	30
"ENSG00000143322"	1	1	3	6	10
"ENSG00000143324"	1	1	1	4	8
"ENSG00000143333"	2	4	4	8	10
"ENSG00000143337"	1	3	5	6	12
"ENSG00000143340"	1	1	4	8	13
"ENSG00000143341"	1	1	1	1	7
"ENSG00000143344"	1	1	1	6	8
"ENSG00000143353"	1	1	1	1	2
"ENSG00000143355"	2	2	2	4	5
"ENSG00000143363"	3	9	10	20	36
"ENSG00000143365"	3	6	10	15	26
"ENSG00000143367"	2	2	3	16	34
"ENSG00000143368"	4	8	14	20	31
"ENSG00000143369"	2	5	8	17	27
"ENSG00000143373"	4	5	8	21	36
"ENSG00000143374"	3	3	7	17	27
"ENSG00000143375"	2	2	4	16	36
"ENSG00000143376"	1	2	5	15	33
"ENSG00000143379"	2	3	7	21	38
"ENSG00000143382"	4	7	9	14	30
"ENSG00000143384"	4	5	8	14	32
"ENSG00000143387"	2	3	4	17	36
"ENSG00000143390"	3	3	9	18	38
"ENSG00000143393"	2	5	9	20	37
"ENSG00000143398"	1	4	12	24	34
"ENSG00000143401"	1	4	9	11	36
"ENSG00000143409"	3	8	10	20	37
"ENSG00000143412"	5	6	10	20	37
"ENSG00000143416"	2	5	7	19	39
"ENSG00000143418"	3	5	10	21	38
"ENSG00000143420"	1	3	7	13	32
"ENSG00000143434"	5	7	12	23	33
"ENSG00000143436"	3	8	11	15	28
"ENSG00000143437"	1	2	4	16	36
"ENSG00000143442"	1	2	5	13	39
"ENSG00000143443"	6	7	11	23	37
"ENSG00000143450"	3	7	11	15	28
"ENSG00000143452"	3	3	5	14	37
"ENSG00000143457"	1	3	5	13	36
"ENSG00000143458"	1	5	14	23	33
"ENSG00000143466"	4	4	5	7	17
"ENSG00000143469"	1	1	1	4	11
"ENSG00000143473"	1	1	1	2	4
"ENSG00000143476"	1	2	2	4	9
"ENSG00000143479"	2	3	4	12	19
"ENSG00000143486"	2	3	6	9	20
"ENSG00000143493"	1	2	2	3	9
"ENSG00000143494"	2	2	4	7	10
"ENSG00000143498"	1	3	4	7	7
"ENSG00000143499"	1	2	2	2	4
"ENSG00000143502"	1	1	1	4	6
"ENSG00000143507"	1	1	1	1	1
"ENSG00000143512"	2	2	3	6	7
"ENSG00000143514"	1	2	2	4	9
"ENSG00000143515"	2	2	5	14	24
"ENSG00000143520"	1	2	3	11	31
"ENSG00000143536"	1	1	4	11	32
"ENSG00000143537"	6	7	15	31	37
"ENSG00000143543"	7	8	9	15	33
"ENSG00000143545"	6	8	9	15	33
"ENSG00000143546"	2	6	8	23	38
"ENSG00000143549"	3	5	6	16	26
"ENSG00000143552"	1	1	6	15	31
"ENSG00000143553"	4	8	10	19	36
"ENSG00000143554"	2	3	4	24	37
"ENSG00000143556"	2	3	10	23	40
"ENSG00000143569"	1	4	8	10	26
"ENSG00000143570"	6	9	9	14	32
"ENSG00000143575"	2	3	7	11	25
"ENSG00000143578"	8	9	9	15	33
"ENSG00000143590"	5	6	16	32	36
"ENSG00000143595"	2	3	5	13	24
"ENSG00000143603"	1	1	1	16	38
"ENSG00000143612"	4	4	6	14	26
"ENSG00000143614"	1	1	6	18	36
"ENSG00000143621"	4	7	10	19	36
"ENSG00000143622"	3	6	6	16	30
"ENSG00000143624"	2	2	6	24	37
"ENSG00000143627"	4	8	11	23	37
"ENSG00000143630"	4	8	14	24	37
"ENSG00000143631"	1	2	4	9	32
"ENSG00000143632"	2	2	4	9	9
"ENSG00000143633"	3	3	3	8	13
"ENSG00000143641"	1	1	1	2	3
"ENSG00000143643"	1	2	4	8	13
"ENSG00000143653"	1	1	3	7	10
"ENSG00000143669"	1	1	1	3	9
"ENSG00000143674"	1	1	2	2	4
"ENSG00000143702"	1	2	3	3	4
"ENSG00000143740"	2	2	4	5	16
"ENSG00000143742"	1	2	3	9	16
"ENSG00000143748"	1	1	3	6	8
"ENSG00000143751"	1	2	6	12	14
"ENSG00000143753"	2	3	3	6	9
"ENSG00000143756"	1	2	3	6	10
"ENSG00000143761"	3	5	8	12	21
"ENSG00000143768"	3	5	7	10	14
"ENSG00000143771"	2	3	4	6	7
"ENSG00000143772"	1	1	2	4	9
"ENSG00000143774"	4	7	10	12	21
"ENSG00000143776"	1	1	1	2	5
"ENSG00000143786"	1	1	1	3	7
"ENSG00000143793"	3	6	8	11	21
"ENSG00000143799"	1	1	2	6	13
"ENSG00000143801"	2	2	2	4	6
"ENSG00000143811"	4	5	7	10	15
"ENSG00000143815"	3	3	4	4	9
"ENSG00000143816"	1	1	3	12	18
"ENSG00000143819"	2	3	6	10	16
"ENSG00000143839"	2	5	6	7	15
"ENSG00000143842"	1	2	5	8	14
"ENSG00000143845"	3	4	6	6	15
"ENSG00000143847"	1	4	6	13	19
"ENSG00000143850"	1	1	2	9	13
"ENSG00000143851"	3	4	4	10	14
"ENSG00000143858"	1	1	3	6	15
"ENSG00000143862"	3	3	4	11	14
"ENSG00000146463"	1	1	2	6	14
"ENSG00000149527"	1	2	7	12	18
"ENSG00000150337"	2	4	13	19	28
"ENSG00000150681"	1	1	1	2	4
"ENSG00000151414"	1	1	1	1	6
"ENSG00000151418"	1	1	1	3	3
"ENSG00000152022"	4	7	11	17	21
"ENSG00000152042"	1	1	1	3	11
"ENSG00000152061"	1	1	1	2	5
"ENSG00000152078"	2	2	4	5	6
"ENSG00000152092"	1	1	1	3	3
"ENSG00000152104"	1	1	1	3	4
"ENSG00000152332"	1	2	2	8	11
"ENSG00000152382"	2	3	3	6	7
"ENSG00000152760"	2	4	5	7	10
"ENSG00000152763"	1	1	4	8	11
"ENSG00000152904"	2	3	3	7	8
"ENSG00000153029"	1	3	5	6	7
"ENSG00000153187"	2	2	2	6	9
"ENSG00000153207"	1	1	3	8	11
"ENSG00000153230"	3	4	6	18	28
"ENSG00000153898"	1	2	4	5	13
"ENSG00000153904"	1	1	1	6	10
"ENSG00000153936"	2	2	2	3	6
"ENSG00000154007"	2	2	2	5	6
"ENSG00000154027"	1	1	1	3	7
"ENSG00000154222"	3	4	5	6	15
"ENSG00000154305"	2	2	6	7	8
"ENSG00000154309"	1	1	1	6	10
"ENSG00000154342"	1	2	5	12	21
"ENSG00000154358"	1	1	2	16	19
"ENSG00000154370"	4	4	7	11	18
"ENSG00000154380"	1	1	1	6	13
"ENSG00000154429"	1	3	5	7	9
"ENSG00000154451"	1	1	4	7	13
"ENSG00000154511"	1	1	2	5	9
"ENSG00000155363"	5	6	7	10	11
"ENSG00000155366"	5	6	7	10	11
"ENSG00000155367"	5	6	7	10	11
"ENSG00000155380"	1	1	1	7	12
"ENSG00000155761"	1	1	1	3	4
"ENSG00000155816"	1	1	1	3	4
"ENSG00000156097"	2	4	8	17	27
"ENSG00000156150"	2	4	5	7	21
"ENSG00000156171"	2	2	4	8	16
"ENSG00000156869"	1	2	2	4	10
"ENSG00000156875"	2	3	5	8	12
"ENSG00000156876"	3	4	6	9	12
"ENSG00000157060"	1	2	4	5	10
"ENSG00000157064"	1	1	2	5	10
"ENSG00000157077"	1	1	1	8	15
"ENSG00000157131"	1	2	3	6	6
"ENSG00000157181"	4	5	6	7	9
"ENSG00000157184"	3	4	5	7	12
"ENSG00000157191"	2	2	5	10	19
"ENSG00000157193"	1	2	4	9	13
"ENSG00000157211"	1	6	9	13	19
"ENSG00000157216"	1	1	3	9	22
"ENSG00000157330"	2	4	7	16	17
"ENSG00000157358"	2	3	5	11	17
"ENSG00000157870"	3	4	7	10	18
"ENSG00000157873"	1	5	7	11	18
"ENSG00000157881"	3	4	6	12	18
"ENSG00000157911"	4	4	7	16	20
"ENSG00000157916"	3	4	6	16	20
"ENSG00000157933"	1	1	7	12	22
"ENSG00000157978"	1	1	3	8	18
"ENSG00000158006"	1	2	5	16	27
"ENSG00000158008"	3	4	5	17	26
"ENSG00000158014"	3	4	5	18	27
"ENSG00000158022"	3	3	6	18	27
"ENSG00000158055"	2	2	3	8	14
"ENSG00000158062"	5	5	7	16	27
"ENSG00000158109"	4	4	4	11	12
"ENSG00000158156"	3	4	5	13	21
"ENSG00000158161"	1	1	3	14	21
"ENSG00000158195"	1	1	7	11	22
"ENSG00000158246"	2	3	6	13	21
"ENSG00000158286"	3	6	7	13	21
"ENSG00000158292"	4	6	7	13	21
"ENSG00000158315"	1	3	5	7	8
"ENSG00000158473"	1	1	3	8	19
"ENSG00000158477"	1	2	5	10	21
"ENSG00000158481"	1	3	4	10	22
"ENSG00000158485"	2	3	6	13	21
"ENSG00000158488"	2	3	6	12	22
"ENSG00000158615"	2	3	3	8	11
"ENSG00000158710"	4	5	8	17	29
"ENSG00000158711"	2	3	6	10	16
"ENSG00000158714"	4	6	9	15	26
"ENSG00000158715"	1	4	6	11	16
"ENSG00000158716"	2	3	7	14	27
"ENSG00000158747"	4	5	5	8	19
"ENSG00000158748"	4	5	5	9	20
"ENSG00000158764"	1	2	7	22	34
"ENSG00000158769"	1	4	9	25	35
"ENSG00000158773"	5	6	11	26	36
"ENSG00000158786"	2	4	5	9	19
"ENSG00000158793"	4	9	17	27	36
"ENSG00000158796"	3	9	19	27	37
"ENSG00000158816"	1	1	1	9	19
"ENSG00000158825"	1	4	6	11	15
"ENSG00000158828"	4	4	6	10	14
"ENSG00000158850"	6	11	17	26	36
"ENSG00000158859"	5	11	16	26	36
"ENSG00000158864"	7	11	16	25	36
"ENSG00000158869"	7	10	17	25	36
"ENSG00000158874"	7	10	16	25	37
"ENSG00000158882"	6	8	15	25	37
"ENSG00000158887"	3	3	10	25	38
"ENSG00000158966"	1	1	1	2	5
"ENSG00000159023"	1	1	1	7	12
"ENSG00000159164"	7	9	16	20	31
"ENSG00000159166"	3	3	6	10	15
"ENSG00000159173"	2	4	6	10	16
"ENSG00000159176"	1	2	4	8	18
"ENSG00000159189"	3	4	5	6	10
"ENSG00000159208"	5	7	8	12	37
"ENSG00000159214"	5	6	8	11	14
"ENSG00000159339"	2	2	5	7	12
"ENSG00000159346"	3	3	6	13	17
"ENSG00000159348"	2	4	6	13	17
"ENSG00000159352"	4	5	10	22	35
"ENSG00000159363"	3	4	5	6	14
"ENSG00000159377"	2	3	5	17	39
"ENSG00000159388"	1	3	3	10	21
"ENSG00000159409"	4	4	9	14	28
"ENSG00000159423"	2	3	3	5	12
"ENSG00000159445"	1	2	6	16	24
"ENSG00000159450"	2	3	4	9	26
"ENSG00000159455"	4	6	11	23	37
"ENSG00000159479"	4	5	7	13	16
"ENSG00000159516"	2	4	7	19	47
"ENSG00000159527"	1	3	8	20	42
"ENSG00000159588"	3	3	7	11	16
"ENSG00000159592"	1	5	6	11	16
"ENSG00000159596"	3	3	6	11	18
"ENSG00000159658"	3	3	6	9	20
"ENSG00000160049"	5	6	7	8	12
"ENSG00000160050"	6	9	10	16	26
"ENSG00000160051"	6	9	10	16	25
"ENSG00000160055"	6	9	10	17	25
"ENSG00000160058"	3	5	7	17	27
"ENSG00000160062"	1	2	4	13	29
"ENSG00000160072"	2	4	12	31	45
"ENSG00000160075"	4	5	11	29	44
"ENSG00000160087"	3	9	15	29	49
"ENSG00000160094"	1	3	4	8	15
"ENSG00000160097"	3	5	7	13	20
"ENSG00000160678"	5	8	14	20	37
"ENSG00000160679"	6	8	13	20	37
"ENSG00000160685"	5	9	14	28	38
"ENSG00000160688"	6	9	14	25	39
"ENSG00000160691"	5	8	15	24	40
"ENSG00000160710"	2	4	6	8	30
"ENSG00000160712"	1	2	4	14	24
"ENSG00000160714"	3	4	7	10	27
"ENSG00000160716"	3	5	6	10	30
"ENSG00000160741"	5	9	9	13	33
"ENSG00000160752"	5	6	9	22	37
"ENSG00000160753"	4	6	9	20	37
"ENSG00000160767"	4	8	15	25	37
"ENSG00000160781"	5	8	12	22	40
"ENSG00000160783"	6	6	12	22	38
"ENSG00000160785"	3	7	11	21	37
"ENSG00000160789"	1	4	8	23	34
"ENSG00000160803"	4	7	7	21	32
"ENSG00000160818"	4	6	8	20	36
"ENSG00000160838"	3	4	5	15	23
"ENSG00000160856"	1	1	3	6	8
"ENSG00000162365"	1	3	5	8	14
"ENSG00000162366"	1	3	5	10	12
"ENSG00000162367"	1	3	4	9	11
"ENSG00000162368"	1	2	4	8	12
"ENSG00000162373"	2	2	2	2	3
"ENSG00000162374"	1	1	1	3	5
"ENSG00000162377"	2	3	4	8	14
"ENSG00000162378"	1	1	3	8	18
"ENSG00000162383"	1	2	5	9	14
"ENSG00000162384"	3	4	5	8	12
"ENSG00000162385"	4	4	5	8	12
"ENSG00000162390"	2	2	3	8	20
"ENSG00000162391"	2	3	4	9	18
"ENSG00000162396"	3	4	6	10	13
"ENSG00000162398"	2	3	5	12	13
"ENSG00000162399"	2	3	4	8	12
"ENSG00000162402"	1	1	2	4	10
"ENSG00000162407"	1	1	2	3	6
"ENSG00000162408"	3	4	10	13	21
"ENSG00000162409"	1	3	3	5	6
"ENSG00000162413"	5	7	8	13	19
"ENSG00000162415"	1	1	1	8	24
"ENSG00000162419"	1	2	4	9	18
"ENSG00000162426"	2	2	2	2	7
"ENSG00000162430"	5	5	7	12	25
"ENSG00000162433"	1	1	2	5	7
"ENSG00000162434"	1	1	2	4	5
"ENSG00000162437"	1	2	3	3	5
"ENSG00000162438"	4	6	7	12	19
"ENSG00000162441"	3	3	4	7	14
"ENSG00000162444"	2	3	5	7	17
"ENSG00000162456"	2	3	5	12	19
"ENSG00000162458"	2	4	5	14	26
"ENSG00000162460"	4	4	6	11	25
"ENSG00000162461"	4	4	6	12	25
"ENSG00000162482"	2	5	7	7	15
"ENSG00000162490"	2	5	9	14	20
"ENSG00000162493"	1	1	3	6	13
"ENSG00000162494"	1	1	3	8	16
"ENSG00000162496"	1	1	3	8	18
"ENSG00000162510"	2	2	2	4	5
"ENSG00000162511"	2	2	2	4	5
"ENSG00000162512"	1	2	2	4	8
"ENSG00000162517"	3	4	5	8	17
"ENSG00000162520"	2	3	6	12	29
"ENSG00000162521"	3	3	5	11	30
"ENSG00000162522"	2	2	5	13	23
"ENSG00000162526"	5	5	6	17	26
"ENSG00000162542"	1	1	5	9	20
"ENSG00000162543"	2	3	6	7	18
"ENSG00000162545"	2	2	3	9	16
"ENSG00000162551"	1	1	3	5	10
"ENSG00000162552"	1	2	2	5	10
"ENSG00000162571"	2	5	9	32	47
"ENSG00000162572"	4	9	17	29	50
"ENSG00000162576"	4	11	17	30	49
"ENSG00000162585"	4	5	5	12	24
"ENSG00000162591"	1	1	4	9	12
"ENSG00000162592"	3	4	6	10	12
"ENSG00000162594"	2	2	3	6	12
"ENSG00000162595"	1	2	2	3	6
"ENSG00000162598"	1	1	1	3	4
"ENSG00000162599"	1	1	1	1	1
"ENSG00000162600"	2	2	3	4	5
"ENSG00000162601"	1	1	2	5	5
"ENSG00000162604"	1	2	2	3	4
"ENSG00000162607"	2	2	2	6	8
"ENSG00000162613"	4	4	5	6	9
"ENSG00000162614"	1	3	5	7	9
"ENSG00000162616"	3	3	4	6	9
"ENSG00000162618"	1	1	1	1	4
"ENSG00000162620"	1	1	4	4	6
"ENSG00000162621"	3	3	4	6	8
"ENSG00000162623"	2	2	3	6	8
"ENSG00000162624"	1	1	2	2	5
"ENSG00000162627"	1	1	1	2	2
"ENSG00000162630"	2	2	4	5	6
"ENSG00000162631"	1	1	1	1	3
"ENSG00000162636"	1	2	3	7	14
"ENSG00000162639"	2	3	5	8	16
"ENSG00000162641"	2	3	5	13	19
"ENSG00000162642"	2	2	4	6	11
"ENSG00000162643"	2	2	4	7	11
"ENSG00000162645"	2	2	4	10	12
"ENSG00000162650"	4	4	8	19	27
"ENSG00000162654"	2	3	4	9	13
"ENSG00000162664"	1	1	2	3	4
"ENSG00000162669"	1	1	1	2	4
"ENSG00000162670"	1	1	1	1	1
"ENSG00000162676"	1	2	3	5	11
"ENSG00000162687"	1	1	1	2	6
"ENSG00000162688"	1	1	2	7	11
"ENSG00000162692"	1	1	1	5	9
"ENSG00000162694"	2	2	2	5	8
"ENSG00000162695"	1	2	4	5	8
"ENSG00000162702"	1	1	1	4	7
"ENSG00000162704"	3	5	5	6	10
"ENSG00000162706"	2	3	3	7	16
"ENSG00000162711"	2	2	4	8	22
"ENSG00000162714"	1	1	1	9	18
"ENSG00000162722"	2	3	9	17	32
"ENSG00000162723"	2	4	9	18	28
"ENSG00000162727"	1	3	6	19	38
"ENSG00000162728"	3	4	6	20	29
"ENSG00000162729"	4	4	7	20	28
"ENSG00000162733"	1	1	2	5	12
"ENSG00000162734"	5	5	8	15	30
"ENSG00000162735"	4	4	9	16	30
"ENSG00000162736"	3	4	7	13	29
"ENSG00000162738"	1	2	5	13	26
"ENSG00000162739"	1	2	3	12	25
"ENSG00000162745"	1	2	3	4	16
"ENSG00000162746"	3	5	7	9	17
"ENSG00000162747"	3	3	5	9	27
"ENSG00000162753"	1	1	3	5	10
"ENSG00000162755"	5	7	16	27	36
"ENSG00000162757"	3	5	5	9	10
"ENSG00000162761"	1	1	1	2	7
"ENSG00000162763"	1	1	2	6	7
"ENSG00000162769"	1	2	5	8	12
"ENSG00000162771"	2	2	3	9	13
"ENSG00000162772"	1	2	3	9	14
"ENSG00000162775"	2	2	4	8	14
"ENSG00000162777"	3	3	5	9	15
"ENSG00000162779"	2	2	3	6	13
"ENSG00000162782"	1	1	3	8	11
"ENSG00000162783"	1	2	3	6	7
"ENSG00000162813"	2	3	4	5	7
"ENSG00000162814"	1	1	1	2	2
"ENSG00000162817"	1	2	4	5	7
"ENSG00000162819"	3	3	5	7	9
"ENSG00000162825"	1	1	1	3	5
"ENSG00000162836"	2	2	2	3	9
"ENSG00000162843"	1	2	3	6	9
"ENSG00000162849"	1	1	1	1	4
"ENSG00000162851"	2	3	3	4	7
"ENSG00000162852"	1	1	2	5	9
"ENSG00000162873"	2	3	4	8	18
"ENSG00000162877"	1	2	5	9	15
"ENSG00000162885"	1	2	3	6	9
"ENSG00000162888"	3	4	5	7	17
"ENSG00000162889"	1	2	5	14	19
"ENSG00000162891"	2	4	7	14	20
"ENSG00000162892"	2	4	6	14	20
"ENSG00000162894"	3	5	6	14	20
"ENSG00000162896"	3	4	7	13	20
"ENSG00000162897"	2	3	8	13	21
"ENSG00000162909"	1	2	3	3	9
"ENSG00000162910"	3	6	9	11	21
"ENSG00000162913"	2	5	7	15	21
"ENSG00000162923"	2	3	4	6	8
"ENSG00000162931"	3	6	7	10	18
"ENSG00000162946"	1	1	1	1	5
"ENSG00000163041"	1	1	3	11	15
"ENSG00000163050"	1	3	3	4	5
"ENSG00000163113"	1	3	9	20	30
"ENSG00000163125"	1	1	4	16	25
"ENSG00000163131"	1	3	5	16	36
"ENSG00000163141"	5	8	11	23	37
"ENSG00000163154"	6	8	11	25	33
"ENSG00000163155"	6	8	11	25	33
"ENSG00000163156"	6	8	11	25	33
"ENSG00000163157"	6	8	9	25	33
"ENSG00000163159"	6	7	11	25	33
"ENSG00000163191"	1	3	4	12	24
"ENSG00000163202"	3	5	10	22	37
"ENSG00000163206"	1	3	9	25	41
"ENSG00000163207"	1	2	8	26	42
"ENSG00000163209"	2	5	9	22	44
"ENSG00000163216"	3	5	9	20	44
"ENSG00000163218"	2	4	8	20	40
"ENSG00000163220"	3	5	9	20	39
"ENSG00000163221"	3	5	8	21	39
"ENSG00000163239"	3	4	7	11	25
"ENSG00000163263"	4	5	6	15	26
"ENSG00000163344"	2	5	10	21	40
"ENSG00000163346"	5	7	11	23	40
"ENSG00000163348"	6	8	12	24	40
"ENSG00000163349"	1	4	6	9	11
"ENSG00000163352"	6	9	14	25	39
"ENSG00000163354"	4	10	14	29	38
"ENSG00000163357"	7	9	16	30	38
"ENSG00000163362"	1	3	4	8	14
"ENSG00000163374"	3	3	4	8	31
"ENSG00000163382"	4	6	8	21	36
"ENSG00000163386"	1	2	3	12	21
"ENSG00000163393"	1	1	2	3	8
"ENSG00000163395"	1	2	5	9	16
"ENSG00000163399"	2	2	2	4	8
"ENSG00000163431"	1	4	7	10	17
"ENSG00000163435"	2	3	4	11	14
"ENSG00000163444"	2	3	7	13	19
"ENSG00000163462"	5	9	16	32	35
"ENSG00000163463"	5	9	15	32	35
"ENSG00000163467"	2	6	12	19	43
"ENSG00000163468"	2	6	12	18	42
"ENSG00000163472"	5	10	12	21	40
"ENSG00000163479"	3	5	9	19	31
"ENSG00000163485"	1	4	6	13	19
"ENSG00000163486"	1	1	3	7	15
"ENSG00000163518"	1	2	3	6	9
"ENSG00000163531"	1	1	1	6	12
"ENSG00000163534"	2	3	3	6	10
"ENSG00000163545"	2	3	4	9	17
"ENSG00000163554"	1	2	6	15	23
"ENSG00000163563"	1	1	5	11	23
"ENSG00000163564"	1	2	2	10	21
"ENSG00000163565"	1	2	3	7	19
"ENSG00000163568"	1	2	4	7	18
"ENSG00000163866"	4	5	6	8	11
"ENSG00000163867"	2	2	4	10	12
"ENSG00000163873"	1	1	1	1	4
"ENSG00000163874"	2	2	5	9	17
"ENSG00000163875"	2	3	5	9	18
"ENSG00000163877"	3	4	6	10	19
"ENSG00000163879"	3	5	6	13	19
"ENSG00000163909"	1	3	5	11	15
"ENSG00000164002"	3	4	5	9	16
"ENSG00000164007"	2	4	8	10	17
"ENSG00000164008"	3	5	7	10	19
"ENSG00000164010"	3	4	7	10	20
"ENSG00000164011"	2	3	6	10	20
"ENSG00000168118"	2	4	4	7	9
"ENSG00000168148"	3	6	7	9	18
"ENSG00000168159"	1	3	6	8	17
"ENSG00000168243"	1	1	3	4	9
"ENSG00000168264"	1	1	1	3	4
"ENSG00000168275"	2	2	3	4	4
"ENSG00000168389"	1	1	4	9	20
"ENSG00000168509"	2	4	7	15	21
"ENSG00000168528"	2	3	4	10	15
